1675,2017-04-30 23:37:25.963288,2017-04-30 23:37:25.989111
148,2017-03-13 20:19:36.004166,2017-03-13 20:19:36.013221
197,2017-03-16 16:50:41.636567,2017-03-16 16:50:41.646232
106,2017-03-12 11:34:08.36894,2017-03-29 13:09:18.898291
1497,2017-04-24 10:53:23.720105,2017-04-24 10:53:23.738373
234,2017-03-19 21:36:33.494468,2017-03-23 09:31:32.993782
146,2017-03-13 19:57:08.700825,2017-03-13 19:57:08.707387
159,2017-03-14 18:11:30.029624,2017-03-14 18:11:30.101106
233,2017-03-19 19:43:57.807788,2017-03-28 00:08:49.42252
222,2017-03-18 19:59:06.407472,2017-03-18 19:59:06.421268
195,2017-03-16 16:04:38.488571,2017-03-16 16:04:38.497042
290,2017-03-23 15:13:42.653205,2017-03-23 15:13:42.666876
1138,2017-04-17 01:19:05.738745,2017-04-17 01:19:05.796799
196,2017-03-16 16:07:40.865583,2017-03-16 16:07:40.874368
961,2017-04-11 15:25:08.146945,2017-04-11 15:25:08.178835
1173,2017-04-17 18:35:04.158103,2017-04-17 18:35:04.185907
952,2017-04-11 09:48:26.994489,2017-04-12 09:35:56.670902
238,2017-03-20 09:53:10.91861,2017-03-20 09:53:10.927568
243,2017-03-20 17:12:14.625966,2017-03-20 17:12:14.638088
1671,2017-04-30 22:12:28.182714,2017-04-30 22:12:28.190944
258,2017-03-21 10:39:41.481262,2017-03-21 10:39:41.493058
14,2017-01-16 17:01:39.149955,2017-01-19 18:22:52.113411
1522,2017-04-25 20:49:39.954272,2017-04-25 20:49:39.971585
76,2017-03-11 18:17:58.183714,2017-03-31 18:55:23.765774
158,2017-03-14 17:33:36.70595,2017-04-12 19:08:40.906945
215,2017-03-17 21:51:17.829351,2017-03-29 12:52:17.37907
391,2017-03-26 08:36:48.984658,2017-03-26 08:36:48.991996
202,2017-03-16 20:02:31.737209,2017-03-16 20:02:31.744063
173,2017-03-15 14:55:47.718068,2017-03-15 14:55:47.727392
184,2017-03-15 19:30:25.314164,2017-04-25 20:36:40.523228
178,2017-03-15 16:14:19.021611,2017-03-15 16:14:19.029935
150,2017-03-13 22:31:53.706233,2017-03-13 22:31:53.713878
176,2017-03-15 16:06:19.631317,2017-04-23 01:49:46.141321
165,2017-03-14 19:23:42.31246,2017-03-14 19:23:42.323364
85,2017-03-11 20:32:24.531275,2017-03-15 14:29:56.608633
151,2017-03-13 22:39:19.579398,2017-03-13 22:39:19.586119
177,2017-03-15 16:07:49.198598,2017-03-15 16:07:49.208528
179,2017-03-15 16:18:54.654627,2017-03-21 19:56:27.030701
198,2017-03-16 18:47:01.411409,2017-04-12 19:49:46.795905
200,2017-03-16 19:04:34.341421,2017-03-16 19:04:34.357759
164,2017-03-14 19:22:02.659402,2017-03-17 10:58:52.685703
201,2017-03-16 19:47:40.19688,2017-03-22 20:02:22.314196
199,2017-03-16 18:56:42.17167,2017-03-16 18:56:42.252075
656,2017-04-01 22:52:29.839218,2017-04-07 19:05:03.5415
268,2017-03-21 17:45:54.533873,2017-04-03 10:41:59.635541
349,2017-03-25 13:16:15.726152,2017-03-25 13:16:15.73518
1172,2017-04-17 17:55:00.155882,2017-04-17 17:55:00.165125
34,2017-02-15 16:33:49.271782,2017-02-15 16:33:49.276589
37,2017-02-15 17:12:25.771923,2017-03-25 16:42:43.623879
208,2017-03-17 13:15:56.417191,2017-03-25 15:35:45.78106
213,2017-03-17 21:31:49.110437,2017-03-17 21:31:49.120429
1676,2017-05-01 00:03:56.718638,2017-05-01 00:03:56.735836
1131,2017-04-17 00:02:05.761087,2017-04-17 22:42:11.892851
1672,2017-04-30 22:13:55.404111,2017-04-30 22:13:55.412422
57,2017-03-10 18:18:20.521367,2017-03-10 18:18:20.531668
239,2017-03-20 15:36:45.681428,2017-03-20 15:36:45.698323
41,2017-02-16 12:04:50.975636,2017-02-16 12:04:50.987077
44,2017-02-18 21:14:21.126918,2017-02-18 21:14:21.132011
269,2017-03-21 17:54:17.057414,2017-04-24 20:45:46.013316
55,2017-03-06 13:06:08.506986,2017-03-06 13:06:08.567164
50,2017-03-01 20:09:06.623419,2017-03-10 19:33:25.228648
39,2017-02-15 17:44:37.537222,2017-02-17 09:17:53.005756
851,2017-04-08 16:08:56.33001,2017-04-08 16:08:56.342514
919,2017-04-09 19:43:19.713538,2017-04-09 19:43:19.722895
62,2017-03-10 21:28:22.245026,2017-03-28 20:05:49.927188
38,2017-02-15 17:22:36.497829,2017-02-18 12:52:48.43966
51,2017-03-01 20:35:38.179332,2017-03-01 20:36:46.398144
52,2017-03-02 17:39:46.566951,2017-03-02 17:39:46.660388
733,2017-04-02 21:46:15.103319,2017-04-30 13:36:25.269981
36,2017-02-15 16:39:27.831313,2017-03-30 15:15:13.351794
42,2017-02-16 12:47:16.286839,2017-02-16 12:47:16.377541
40,2017-02-15 23:30:01.35059,2017-02-15 23:30:01.356814
54,2017-03-03 19:17:46.03134,2017-03-12 21:34:02.248522
29,2017-02-01 20:18:34.474284,2017-03-17 13:42:36.281498
48,2017-02-23 14:23:40.144237,2017-04-11 15:04:30.09604
1134,2017-04-17 00:24:18.225297,2017-04-17 17:21:19.101788
1523,2017-04-25 20:55:52.346857,2017-04-25 20:55:52.357762
68,2017-03-11 15:17:12.679106,2017-03-11 15:17:12.688022
167,2017-03-14 20:33:17.078536,2017-03-14 20:33:17.088258
56,2017-03-08 20:04:00.617171,2017-03-08 20:04:00.880038
66,2017-03-11 13:17:30.789187,2017-03-11 13:17:30.798834
63,2017-03-10 21:45:14.760006,2017-03-10 21:45:14.77051
72,2017-03-11 17:48:26.966676,2017-04-03 19:17:41.860287
1256,2017-04-20 17:13:40.210144,2017-04-23 11:28:54.697199
80,2017-03-11 19:52:13.855744,2017-03-11 19:52:13.86338
1280,2017-04-21 15:16:28.974566,2017-04-21 15:16:29.058796
71,2017-03-11 17:36:11.517906,2017-03-15 13:31:13.736524
70,2017-03-11 17:28:32.809084,2017-03-11 22:05:28.373034
73,2017-03-11 17:54:19.814016,2017-03-11 17:54:19.824001
67,2017-03-11 14:30:44.849995,2017-03-11 14:30:44.859966
69,2017-03-11 17:28:17.556014,2017-04-07 21:03:51.687076
64,2017-03-11 11:20:15.055395,2017-03-11 11:22:37.415347
82,2017-03-11 19:54:11.489056,2017-03-11 19:54:11.496167
75,2017-03-11 18:04:31.970434,2017-03-11 18:04:31.988815
77,2017-03-11 19:08:59.409646,2017-03-11 19:08:59.416931
852,2017-04-08 16:45:36.518063,2017-04-08 16:45:36.529108
1219,2017-04-19 01:10:25.158448,2017-04-19 01:10:25.171865
922,2017-04-09 20:56:44.326875,2017-04-09 20:56:44.33444
1139,2017-04-17 04:50:13.39047,2017-04-17 04:50:13.400943
203,2017-03-16 20:28:11.382297,2017-03-16 20:28:11.396751
65,2017-03-11 12:25:20.712999,2017-03-11 12:25:20.721304
1233,2017-04-19 19:30:39.161746,2017-04-19 19:30:39.171955
1416,2017-04-23 15:23:10.128761,2017-04-23 15:23:10.149726
187,2017-03-15 21:10:18.816457,2017-03-15 21:10:18.827481
91,2017-03-11 21:53:42.912829,2017-03-21 11:17:13.422617
1376,2017-04-23 10:08:55.664537,2017-04-25 15:07:17.038108
61,2017-03-10 21:28:18.308574,2017-04-30 08:40:33.183055
1669,2017-04-30 21:59:44.838616,2017-04-30 21:59:44.848348
98,2017-03-12 00:39:39.184268,2017-03-12 00:39:39.193208
854,2017-04-08 17:47:00.072601,2017-04-08 18:24:31.882103
107,2017-03-12 11:34:57.211321,2017-04-23 12:18:04.071201
101,2017-03-12 08:53:01.69855,2017-03-12 08:53:01.706241
96,2017-03-11 23:37:07.152044,2017-03-11 23:37:07.159393
112,2017-03-12 13:50:00.816416,2017-03-30 15:52:29.89713
111,2017-03-12 13:27:29.173536,2017-03-27 18:18:49.022114
1135,2017-04-17 00:25:10.31894,2017-04-17 00:25:10.334434
90,2017-03-11 21:50:11.049975,2017-04-13 19:12:13.099667
104,2017-03-12 10:01:42.873147,2017-04-21 08:51:21.903652
103,2017-03-12 09:25:22.004769,2017-03-12 09:25:22.013848
99,2017-03-12 02:04:15.23863,2017-04-08 11:18:00.665087
95,2017-03-11 23:27:56.586022,2017-03-11 23:27:56.597128
97,2017-03-12 00:19:23.478106,2017-04-17 00:38:47.911831
348,2017-03-25 13:13:34.180616,2017-03-25 13:13:34.18855
105,2017-03-12 10:36:17.370549,2017-03-24 13:53:32.572224
89,2017-03-11 21:28:14.741142,2017-04-28 05:29:33.998252
93,2017-03-11 22:57:02.143041,2017-03-17 16:31:48.208629
154,2017-03-14 12:06:25.42829,2017-04-03 17:33:43.020832
102,2017-03-12 09:19:01.822283,2017-03-20 07:27:16.396302
108,2017-03-12 11:49:25.565826,2017-04-28 20:39:26.288952
126,2017-03-13 11:41:38.752951,2017-04-08 17:51:48.796208
125,2017-03-13 11:35:22.567638,2017-03-13 11:35:22.580566
1679,2017-05-01 06:59:41.295662,2017-05-01 06:59:41.30457
1667,2017-04-30 21:51:30.753051,2017-04-30 22:25:20.047554
214,2017-03-17 21:38:22.485541,2017-04-06 15:19:27.674244
138,2017-03-13 18:39:56.415492,2017-04-14 13:05:42.598515
117,2017-03-12 17:48:38.703462,2017-03-12 17:48:38.710128
1257,2017-04-20 17:16:28.478971,2017-04-20 17:16:28.489956
121,2017-03-12 19:20:24.373927,2017-03-12 19:20:24.419632
224,2017-03-18 20:38:28.805155,2017-04-10 20:13:01.616303
122,2017-03-12 20:57:16.817424,2017-03-12 20:57:16.824083
120,2017-03-12 19:17:36.497141,2017-03-25 14:54:59.550661
130,2017-03-13 14:51:01.599969,2017-03-14 15:27:36.207215
124,2017-03-12 22:37:09.382863,2017-03-12 22:37:09.39248
135,2017-03-13 17:34:04.97552,2017-03-13 17:34:04.991406
131,2017-03-13 15:19:34.459526,2017-03-13 15:19:34.479866
132,2017-03-13 15:25:15.587514,2017-03-13 15:25:15.606427
133,2017-03-13 15:40:38.84476,2017-03-13 15:40:38.857172
129,2017-03-13 12:44:04.179538,2017-03-13 12:44:04.19822
128,2017-03-13 12:43:46.376172,2017-03-14 18:31:00.796947
118,2017-03-12 18:12:54.519344,2017-03-31 18:45:54.407679
115,2017-03-12 16:28:11.1561,2017-03-17 17:52:36.074623
127,2017-03-13 12:28:11.31649,2017-03-27 19:08:57.755875
225,2017-03-18 21:02:49.461177,2017-03-20 08:29:28.033482
116,2017-03-12 17:46:09.872955,2017-03-14 18:36:08.089928
123,2017-03-12 20:59:31.717022,2017-03-12 20:59:31.723454
1309,2017-04-22 13:58:45.539934,2017-04-22 13:58:45.550356
134,2017-03-13 17:22:27.283969,2017-03-20 20:26:20.588142
232,2017-03-19 19:17:20.342342,2017-03-28 20:42:35.886264
319,2017-03-24 19:53:59.728899,2017-05-02 17:19:55.056283
943,2017-04-10 20:04:25.326818,2017-04-28 19:45:38.988002
140,2017-03-13 18:54:58.112598,2017-03-13 18:54:58.170096
1315,2017-04-22 15:06:49.10335,2017-04-22 15:06:49.135564
1336,2017-04-22 18:39:21.013201,2017-04-22 18:39:21.022712
119,2017-03-12 19:05:53.799572,2017-04-30 16:01:50.788894
262,2017-03-21 14:01:51.967697,2017-03-21 14:01:51.982235
169,2017-03-14 22:57:44.616886,2017-03-22 13:42:29.699406
801,2017-04-07 10:22:06.506639,2017-04-25 16:28:54.498065
1255,2017-04-20 16:43:42.896315,2017-04-20 16:43:42.947986
216,2017-03-17 22:29:30.122861,2017-04-06 22:06:03.352965
168,2017-03-14 22:49:26.177658,2017-03-14 22:49:26.188429
166,2017-03-14 20:25:55.679935,2017-03-14 20:35:08.269543
189,2017-03-16 06:24:46.362031,2017-03-16 06:24:46.370026
181,2017-03-15 18:09:38.959422,2017-03-15 18:09:39.039409
157,2017-03-14 12:40:21.743955,2017-03-14 12:40:21.752746
1524,2017-04-25 21:00:44.443045,2017-04-27 18:38:38.674123
192,2017-03-16 10:28:25.059084,2017-03-16 10:28:25.066948
210,2017-03-17 16:42:56.110061,2017-04-05 02:36:56.372325
264,2017-03-21 14:26:33.203039,2017-03-21 14:26:33.214387
191,2017-03-16 10:15:21.044199,2017-03-16 10:15:21.051418
185,2017-03-15 20:13:59.260449,2017-03-23 19:13:36.950029
190,2017-03-16 09:37:18.889841,2017-03-16 09:37:18.899679
1137,2017-04-17 01:04:23.716357,2017-04-19 15:38:56.631416
255,2017-03-21 00:24:36.763923,2017-03-21 00:24:36.773557
188,2017-03-15 22:55:59.741699,2017-04-14 20:22:37.162356
925,2017-04-09 21:25:08.224969,2017-04-09 21:25:08.232518
800,2017-04-06 22:16:46.241934,2017-04-06 22:16:46.252995
1213,2017-04-18 19:49:09.164473,2017-04-18 19:49:09.251836
1498,2017-04-24 12:21:57.646768,2017-04-24 12:21:57.656247
247,2017-03-20 18:11:42.726082,2017-03-20 18:11:42.732674
292,2017-03-23 17:27:23.680566,2017-03-23 17:27:23.694843
314,2017-03-24 18:37:33.14,2017-03-28 17:03:18.224849
1673,2017-04-30 22:56:32.366433,2017-04-30 22:56:32.381553
802,2017-04-07 10:43:03.373149,2017-04-07 10:43:03.382698
294,2017-03-23 18:27:07.813137,2017-03-24 01:47:58.82254
180,2017-03-15 17:57:45.010496,2017-03-15 17:57:45.023118
403,2017-03-26 11:18:22.14988,2017-04-15 06:57:18.164625
318,2017-03-24 19:45:38.9261,2017-03-29 17:00:11.278388
1129,2017-04-16 22:58:59.32988,2017-04-17 12:36:50.827998
317,2017-03-24 19:41:09.610793,2017-04-02 18:29:57.388504
249,2017-03-20 18:13:00.908273,2017-03-20 18:13:00.916149
218,2017-03-18 14:45:49.81245,2017-03-29 15:38:00.562705
316,2017-03-24 19:26:21.658053,2017-03-24 19:26:21.664742
250,2017-03-20 18:36:59.260587,2017-03-20 18:36:59.268536
1528,2017-04-26 02:07:31.152408,2017-04-26 02:07:31.165988
244,2017-03-20 17:42:20.698822,2017-03-20 21:57:58.518355
251,2017-03-20 18:37:27.228583,2017-03-21 19:48:09.814299
1574,2017-04-28 15:45:23.044387,2017-04-28 15:45:23.071437
245,2017-03-20 17:47:57.149209,2017-04-03 16:01:45.385815
350,2017-03-25 13:38:33.313635,2017-03-25 13:38:33.3214
351,2017-03-25 13:50:57.450409,2017-03-25 13:50:57.458674
315,2017-03-24 19:25:14.124541,2017-03-24 19:25:14.132137
272,2017-03-21 19:16:45.400011,2017-03-21 19:16:45.409727
957,2017-04-11 14:39:47.592459,2017-04-11 14:49:04.486786
323,2017-03-24 20:40:19.974218,2017-03-24 20:40:19.984623
137,2017-03-13 18:09:33.580384,2017-04-13 20:19:01.786512
374,2017-03-25 21:00:30.900422,2017-03-25 21:00:30.909765
1140,2017-04-17 08:53:10.124464,2017-04-22 13:34:42.010266
457,2017-03-26 19:35:20.385172,2017-05-01 17:19:56.554691
1674,2017-04-30 23:14:41.432475,2017-04-30 23:14:41.442967
254,2017-03-20 19:50:08.853487,2017-03-20 19:50:08.862109
405,2017-03-26 11:32:05.610779,2017-04-24 19:00:53.574067
1770,2017-05-03 17:33:51.731307,2017-05-03 17:33:51.770444
376,2017-03-25 21:41:04.49285,2017-03-25 21:41:04.5034
320,2017-03-24 19:56:11.842838,2017-03-24 19:56:11.848809
380,2017-03-25 22:38:43.451003,2017-03-25 22:38:43.457897
378,2017-03-25 21:49:28.066771,2017-03-25 21:49:28.078987
377,2017-03-25 21:43:01.909072,2017-03-25 21:43:01.916669
396,2017-03-26 10:19:16.801318,2017-03-26 10:19:16.810176
393,2017-03-26 09:30:29.106335,2017-04-02 14:38:46.862175
386,2017-03-26 06:17:20.113906,2017-03-26 06:17:20.121813
383,2017-03-26 00:16:07.472137,2017-04-23 12:18:14.084439
295,2017-03-23 18:28:47.758111,2017-04-01 13:41:05.351809
352,2017-03-25 14:03:23.470278,2017-04-03 15:17:31.427332
879,2017-04-08 22:51:14.401253,2017-04-25 22:17:20.544649
412,2017-03-26 11:59:56.778189,2017-03-26 11:59:56.784914
322,2017-03-24 20:39:41.83835,2017-03-24 20:39:41.849371
1214,2017-04-18 20:15:00.729857,2017-04-18 20:15:00.809175
462,2017-03-26 20:09:45.081994,2017-04-22 12:31:45.899243
273,2017-03-21 20:20:18.29693,2017-03-30 17:17:32.591837
407,2017-03-26 11:39:16.309445,2017-03-26 11:39:16.316962
274,2017-03-21 20:46:12.337966,2017-03-21 20:46:12.354614
354,2017-03-25 14:23:13.536924,2017-03-25 14:23:13.548112
301,2017-03-24 10:16:26.595328,2017-04-29 17:53:37.84
299,2017-03-24 09:51:20.82809,2017-03-24 09:51:20.836926
356,2017-03-25 14:50:06.30573,2017-03-25 14:50:06.314452
1557,2017-04-27 12:06:07.415556,2017-04-27 12:06:07.447525
401,2017-03-26 11:11:26.220305,2017-05-02 18:04:19.943933
355,2017-03-25 14:48:42.151654,2017-03-25 14:48:42.159288
400,2017-03-26 10:57:45.176939,2017-03-27 16:37:35.794338
298,2017-03-24 09:44:19.896597,2017-03-24 09:44:19.90574
387,2017-03-26 06:39:26.065354,2017-04-03 15:07:42.593812
324,2017-03-24 20:56:05.013574,2017-03-24 20:56:05.024917
276,2017-03-21 21:37:37.930145,2017-03-29 09:43:19.081199
357,2017-03-25 16:17:23.90601,2017-03-25 16:17:23.913662
358,2017-03-25 16:20:50.431196,2017-03-25 16:20:50.440061
275,2017-03-21 21:26:47.743168,2017-03-26 20:56:23.458654
384,2017-03-26 00:25:23.971475,2017-03-26 00:25:23.979092
1141,2017-04-17 10:05:18.201607,2017-04-29 19:55:08.098264
109,2017-03-12 12:31:42.94787,2017-04-03 13:43:59.437011
296,2017-03-23 21:20:24.262706,2017-03-23 21:20:24.274481
257,2017-03-21 09:45:43.421798,2017-03-21 09:45:43.432388
408,2017-03-26 11:44:58.768203,2017-03-26 11:44:58.777638
409,2017-03-26 11:45:08.239533,2017-03-26 11:45:08.248007
300,2017-03-24 09:55:07.655811,2017-03-24 09:55:07.663925
926,2017-04-09 21:26:24.687763,2017-04-09 21:26:24.797693
363,2017-03-25 19:00:58.469033,2017-03-25 19:00:58.476793
261,2017-03-21 12:27:32.98606,2017-03-21 12:27:33.006908
325,2017-03-24 21:09:26.692609,2017-03-24 21:09:26.730364
260,2017-03-21 11:44:39.29598,2017-03-21 11:44:39.319185
398,2017-03-26 10:48:28.3002,2017-03-26 10:48:28.30687
1499,2017-04-24 12:51:23.052624,2017-04-24 12:51:23.069253
394,2017-03-26 10:12:58.794402,2017-03-26 10:12:58.802884
389,2017-03-26 07:41:52.63379,2017-03-26 07:41:52.641898
364,2017-03-25 19:05:14.432349,2017-03-25 19:05:14.440925
399,2017-03-26 10:54:07.410921,2017-04-08 08:33:01.992738
277,2017-03-21 22:04:14.935464,2017-04-08 15:05:45.213621
1526,2017-04-25 21:21:34.953212,2017-04-25 21:21:34.962713
278,2017-03-21 22:48:18.72524,2017-03-28 11:28:23.602669
365,2017-03-25 19:10:02.480018,2017-03-25 19:10:02.488156
372,2017-03-25 20:39:36.388444,2017-04-09 10:13:18.205897
304,2017-03-24 12:58:21.087602,2017-04-08 12:28:36.392011
359,2017-03-25 17:14:10.152258,2017-03-25 18:37:36.459713
361,2017-03-25 18:10:45.424125,2017-03-25 18:10:45.434182
305,2017-03-24 13:23:36.211213,2017-04-03 12:47:16.800051
392,2017-03-26 09:25:40.339878,2017-03-28 16:19:25.943335
804,2017-04-07 13:52:27.104249,2017-04-07 13:52:27.115564
1142,2017-04-17 10:53:07.916092,2017-04-17 10:53:07.924265
302,2017-03-24 12:35:26.449039,2017-04-12 17:23:56.662875
366,2017-03-25 19:28:05.020596,2017-03-25 19:28:05.028973
1596,2017-04-29 18:13:48.404385,2017-04-29 18:13:48.411898
388,2017-03-26 07:26:58.547542,2017-03-29 11:32:29.875583
404,2017-03-26 11:19:55.236265,2017-03-26 11:19:55.242843
395,2017-03-26 10:19:11.599771,2017-03-26 10:19:11.605879
328,2017-03-24 21:23:06.631753,2017-03-24 21:23:06.641292
279,2017-03-22 01:42:29.246159,2017-03-22 14:22:23.502321
309,2017-03-24 16:25:13.205536,2017-03-24 16:25:13.239622
332,2017-03-24 22:10:07.847174,2017-03-24 22:10:07.85635
367,2017-03-25 19:34:53.851658,2017-03-25 19:34:53.859691
308,2017-03-24 16:19:51.181017,2017-03-24 16:19:51.187832
331,2017-03-24 21:59:43.531794,2017-03-24 21:59:43.539548
334,2017-03-24 22:12:51.302601,2017-03-24 22:12:51.309333
370,2017-03-25 19:53:47.559253,2017-04-22 22:14:32.483134
306,2017-03-24 14:41:23.217213,2017-04-02 14:33:57.16533
362,2017-03-25 18:12:57.938739,2017-03-25 18:12:57.9495
335,2017-03-25 06:10:12.390701,2017-03-25 06:10:12.40013
283,2017-03-22 14:24:07.017199,2017-03-22 14:24:07.028407
281,2017-03-22 10:32:23.781758,2017-04-02 17:52:51.392147
263,2017-03-21 14:14:52.46633,2017-04-14 20:50:26.952133
114,2017-03-12 15:57:45.5639,2017-03-15 19:55:56.458222
280,2017-03-22 09:44:20.264485,2017-03-22 09:44:20.280614
329,2017-03-24 21:25:30.378295,2017-03-24 21:25:30.388246
310,2017-03-24 16:31:03.667782,2017-03-26 19:20:44.246311
390,2017-03-26 08:08:39.472087,2017-04-02 22:09:17.539016
282,2017-03-22 11:26:27.129441,2017-03-22 11:26:27.140686
311,2017-03-24 16:36:27.975309,2017-04-04 11:44:31.238048
326,2017-03-24 21:10:19.005611,2017-03-24 21:10:20.014931
333,2017-03-24 22:12:30.409459,2017-03-24 22:12:30.419352
368,2017-03-25 19:36:00.879925,2017-03-25 19:36:00.889304
284,2017-03-22 14:37:44.815649,2017-03-25 15:21:28.433713
371,2017-03-25 20:21:35.220778,2017-03-25 20:21:35.229073
327,2017-03-24 21:19:39.998124,2017-04-18 09:57:21.286261
110,2017-03-12 12:45:56.25239,2017-04-18 18:27:32.836794
288,2017-03-22 21:56:55.441946,2017-03-22 21:56:55.451497
303,2017-03-24 12:37:02.699951,2017-04-08 17:07:21.72148
286,2017-03-22 17:21:27.673604,2017-03-22 17:21:27.684262
338,2017-03-25 10:15:59.412404,2017-03-25 10:15:59.419249
340,2017-03-25 10:30:57.542275,2017-04-23 06:32:27.342056
410,2017-03-26 11:48:21.087175,2017-03-29 15:46:12.678256
1199,2017-04-18 09:17:30.929453,2017-04-20 18:44:25.050664
285,2017-03-22 14:38:02.671119,2017-04-23 18:08:04.370805
1283,2017-04-21 15:30:42.165232,2017-04-21 15:30:42.204401
313,2017-03-24 17:25:17.950234,2017-03-24 17:25:17.957875
343,2017-03-25 12:07:47.897287,2017-03-25 12:07:47.904645
347,2017-03-25 13:03:40.22632,2017-03-25 13:03:40.234098
375,2017-03-25 21:21:41.914077,2017-03-25 21:21:41.92361
345,2017-03-25 12:30:44.785319,2017-03-25 12:30:44.792816
287,2017-03-22 19:29:21.795685,2017-03-22 19:29:21.933839
339,2017-03-25 10:28:06.702041,2017-03-25 10:28:06.711436
336,2017-03-25 09:50:40.568072,2017-03-25 09:50:40.576422
344,2017-03-25 12:10:16.318673,2017-03-25 12:10:16.329098
381,2017-03-25 22:45:43.567413,2017-03-25 22:45:43.578265
382,2017-03-25 23:33:46.482143,2017-03-25 23:33:46.490391
1436,2017-04-23 17:04:14.851445,2017-04-23 17:04:14.861145
342,2017-03-25 11:01:10.201978,2017-03-25 11:01:10.20982
1146,2017-04-17 11:09:56.763403,2017-04-17 11:09:56.770884
240,2017-03-20 16:19:55.871799,2017-03-28 13:28:40.714063
1235,2017-04-19 19:44:34.756161,2017-04-19 19:44:34.798539
859,2017-04-08 18:45:52.116395,2017-04-08 18:45:52.124956
856,2017-04-08 18:30:09.005073,2017-04-08 18:30:09.013743
1772,2017-05-03 18:04:05.131006,2017-05-03 18:04:05.142727
855,2017-04-08 18:29:42.913633,2017-04-08 18:29:42.923718
414,2017-03-26 12:09:52.299355,2017-03-26 12:09:52.306816
812,2017-04-07 18:54:11.702747,2017-04-07 18:54:11.711843
